Cabo HDMI macho para HDB15 fêmea 15cm - MD9 Info,55.74,www.americanas.com.br/produto/117800802?pfm_carac=cabo-hdmi&pfm_index=23&pfm_page=search&pfm_pos=grid&pfm_type=search_page,americanas
Lapiseira 0.7mm Bubble - Rosa pastel - SM/07BBRS - Faber-Castell,13.45,www.americanas.com.br/produto/2106060837?pfm_carac=lapiseira&pfm_index=23&pfm_page=search&pfm_pos=grid&pfm_type=search_page,americanas
Permanent Record,126.95,www.amazon.com.br/Permanent-Record-Edward-Snowden/dp/1250237238?dchild=1,amazon
